IAA_Atual,IEG_Atual,IPS_Atual,IPP_Atual,IDA_Atual,Defasagem_Atual,IAA_A-1,IEG_A-1,IPS_A-1,IPP_A-1,IDA_A-1,Defasagem_A-1
8.3,7.6,6.3,8.0,3.7,1,9.6,8.6,7.52,7.8125,7.3,-1.0
8.3,9.6,7.5,7.3,3.3,1,8.8,9.9,2.52,7.8125,6.4,0.0
8.8,7.8,5.6,7.8,4.0,0,0.0,7.8,5.0,7.1875,4.1,0.0
7.1,9.1,5.6,7.3,4.8,1,6.2,9.0,7.52,7.8125,6.6,0.0
8.3,8.5,6.3,8.0,7.3,1,8.8,8.9,2.52,7.03125,6.2,0.0
9.2,8.9,5.6,7.5,5.0,1,8.3,9.5,2.52,7.8125,7.2,0.0
0.0,5.9,7.5,7.5,6.8,0,0.0,6.8,5.0,7.96875,6.3,-1.0
8.3,5.9,5.6,7.5,5.0,1,0.0,7.6,7.52,7.5,5.8,0.0
9.2,7.5,7.5,8.0,9.0,1,9.2,5.4,7.52,6.71875,5.2,0.0
8.3,9.8,7.5,8.1,7.8,1,8.8,9.3,7.52,7.65625,7.2,-1.0
7.5,3.1,6.3,6.4,4.2,1,9.2,7.3,2.52,7.8125,4.2,0.0
7.9,9.1,6.3,6.9,5.7,1,8.3,8.5,3.77,7.8125,6.0,0.0
0.0,7.0,7.5,7.7,5.5,1,0.0,9.0,6.27,7.96875,5.0,0.0
8.8,9.0,7.5,8.5,8.0,1,9.2,9.8,2.52,8.28125,7.6,0.0
8.8,4.0,7.5,6.9,5.7,0,0.0,7.3,7.52,7.65625,5.1,-2.0
8.8,10.0,7.5,8.2,9.3,1,8.8,10.0,2.52,8.125,8.1,1.0
7.1,9.4,6.3,8.0,8.2,1,6.7,9.5,2.52,8.125,7.6,0.0
8.3,9.6,6.3,7.8,4.0,1,8.3,9.3,2.52,7.65625,5.3,0.0
8.3,8.5,6.3,8.0,6.3,0,8.3,9.6,7.52,7.65625,4.8,-2.0
10.0,10.0,6.3,8.2,9.0,1,9.2,9.9,2.52,7.8125,7.5,0.0
9.2,7.3,6.3,8.1,4.5,0,7.9,7.4,2.52,7.8125,5.0,-1.0
8.3,8.7,7.5,9.7,8.7,1,7.5,8.6,7.52,8.125,8.1,0.0
8.3,7.9,6.3,7.8,4.8,0,0.0,8.9,7.52,7.65625,5.2,-2.0
8.8,9.5,7.5,9.1,6.7,1,9.2,9.9,2.52,7.8125,7.3,0.0
6.3,8.4,5.6,7.8,6.8,0,7.5,9.5,5.0,7.03125,6.3,-1.0
8.8,9.8,6.9,7.8,8.0,0,8.3,9.5,7.52,7.03125,6.8,-2.0
7.9,8.5,5.6,7.8,4.7,1,6.7,9.3,7.52,7.1875,8.3,0.0
9.6,6.6,6.3,5.4,3.7,0,0.0,7.5,5.0,4.6875,2.6,-2.0
9.2,8.5,5.6,7.6,8.0,0,8.8,8.9,2.52,6.875,7.2,-2.0
8.3,7.2,7.5,8.6,7.5,0,7.9,8.4,5.0,8.75,8.7,-1.0
8.3,7.5,5.6,6.9,4.5,0,6.7,7.6,5.0,7.96875,4.7,-2.0
8.3,8.9,6.3,7.1,7.8,0,8.3,8.6,2.52,8.4375,5.6,-1.0
8.3,9.6,6.3,7.9,9.2,1,8.3,9.2,5.0,8.125,7.1,1.0
9.6,8.7,6.3,7.6,4.2,1,7.9,8.7,2.52,7.65625,5.9,0.0
7.5,6.1,6.3,7.3,3.3,0,8.3,7.8,2.52,8.59375,6.7,-2.0
9.2,9.4,7.5,8.1,8.5,1,9.2,9.4,2.52,8.4375,8.0,1.0
7.5,8.7,6.3,7.6,4.3,1,9.6,8.3,2.52,7.96875,6.8,0.0
8.8,8.2,6.3,7.3,8.8,0,6.3,8.8,5.0,7.34375,6.0,-1.0
9.6,9.4,7.5,7.3,7.0,1,9.6,9.4,2.52,7.65625,7.1,0.0
8.8,9.5,7.5,7.4,3.5,0,8.3,9.4,6.26,7.5,6.7,-1.0
9.2,9.7,6.3,7.5,8.5,1,8.3,8.6,5.0,8.75,7.5,0.0
10.0,10.0,6.3,6.9,8.2,1,7.9,9.4,2.52,8.28125,6.5,0.0
8.8,9.5,7.5,7.6,7.8,1,8.8,7.8,6.26,8.4375,6.4,0.0
7.9,4.2,6.3,6.8,4.2,0,8.8,7.1,5.0,7.34375,4.2,-1.0
7.1,6.5,6.3,8.0,5.7,1,8.8,6.6,2.52,7.96875,6.9,0.0
8.8,8.3,6.3,7.5,5.0,1,9.2,8.7,2.52,8.90625,6.8,-1.0
8.3,6.4,7.5,7.1,7.2,0,8.8,6.2,5.0,7.1875,6.5,-2.0
8.8,8.2,6.3,7.3,6.8,1,8.8,7.6,2.52,7.1875,6.1,0.0
7.9,9.6,6.3,8.1,7.2,1,7.5,9.7,2.52,7.96875,6.9,0.0
9.2,5.0,6.3,7.1,3.8,1,8.8,8.3,2.52,7.5,4.8,0.0
9.2,9.5,6.3,8.1,8.3,1,7.5,8.7,5.0,7.65625,6.0,1.0
9.6,9.5,6.3,8.6,8.8,1,9.6,9.5,2.52,8.125,8.0,0.0
8.8,9.8,6.3,8.4,7.0,1,8.3,9.4,2.52,8.125,6.5,1.0
7.5,9.7,6.3,8.0,7.8,1,7.1,9.2,2.52,8.4375,6.0,0.0
8.8,9.7,7.5,8.8,8.0,1,7.9,9.0,2.52,8.28125,6.2,1.0
7.5,9.8,6.3,8.0,8.3,1,8.3,9.8,2.52,7.96875,7.2,1.0
9.6,9.8,5.6,8.3,8.8,1,9.2,9.8,2.52,8.28125,7.8,1.0
8.3,7.9,6.3,7.7,7.5,0,8.8,7.9,2.52,7.96875,5.9,-1.0
8.8,9.7,6.3,8.6,9.2,1,8.3,9.3,7.52,9.6875,8.2,1.0
8.8,9.8,6.3,7.7,7.3,1,10.0,9.9,2.52,8.90625,7.2,0.0
8.8,9.5,5.6,7.7,9.3,0,6.2,9.5,5.0,8.4375,7.9,-1.0
7.5,8.6,5.0,6.6,9.0,0,6.7,9.1,5.0,6.875,6.2,-2.0
8.8,9.7,6.3,7.5,8.3,0,8.8,9.3,2.52,7.96875,5.7,-2.0
9.6,4.1,6.3,7.3,3.8,0,8.8,4.2,2.52,7.5,4.7,-2.0
7.5,8.0,7.5,7.5,4.7,0,0.0,8.5,5.0,7.34375,7.0,0.0
8.8,8.7,6.3,8.0,8.2,1,7.9,9.5,7.52,8.59375,7.1,1.0
9.2,9.7,7.5,8.1,5.8,1,8.8,9.7,2.52,7.8125,6.0,0.0
8.8,9.7,6.3,7.9,7.7,0,8.3,9.5,2.52,8.125,6.7,-1.0
8.3,9.3,7.5,7.5,6.2,0,0.0,7.0,5.63,6.875,4.5,-1.0
8.8,9.4,7.5,7.7,5.0,0,8.3,7.8,5.0,7.65625,2.2,-1.0
9.6,7.6,5.0,4.8,6.8,0,7.1,6.3,2.52,6.40625,6.0,-2.0
6.7,8.7,7.5,7.3,7.7,0,8.3,8.3,5.0,8.125,7.3,-2.0
9.6,8.8,7.5,7.7,5.8,0,10.0,7.9,6.26,7.34375,4.3,-2.0
9.2,10.0,7.5,8.1,7.0,0,9.6,9.4,0.0,7.8125,6.4,-1.0
7.5,10.0,6.3,8.1,9.5,1,0.0,8.8,2.52,8.125,7.3,1.0
10.0,8.3,6.3,4.6,2.0,0,7.9,7.7,0.0,4.6875,2.7,-2.0
9.6,8.7,7.5,7.5,7.7,0,8.8,9.0,0.0,7.8125,6.1,-1.0
7.5,7.3,5.6,7.8,5.2,0,7.9,7.7,2.52,7.8125,4.5,-2.0
7.9,9.1,7.5,7.3,4.7,0,7.9,8.1,6.26,7.96875,4.9,-1.0
8.3,9.6,5.6,8.1,9.3,1,7.5,9.5,5.63,7.65625,7.5,1.0
9.6,9.0,7.5,7.3,5.8,1,9.6,9.2,5.0,8.59375,7.2,0.0
8.3,7.4,6.3,7.3,5.7,0,8.8,8.3,2.52,8.125,5.0,-1.0
8.8,8.0,6.3,8.0,4.0,1,0.0,7.3,2.52,8.125,5.8,1.0
9.6,8.1,6.3,6.3,5.7,0,0.0,8.2,2.52,6.875,5.8,-1.0
7.5,9.4,7.5,8.0,8.5,1,6.7,9.2,2.52,8.125,7.3,0.0
9.2,9.0,6.3,7.5,7.3,0,0.0,9.3,2.52,8.125,5.9,-2.0
9.2,10.0,7.5,7.7,8.0,1,10.0,9.5,7.52,8.59375,5.7,0.0
6.7,4.0,6.3,7.3,3.2,0,0.0,7.5,5.0,8.125,4.7,-1.0
9.2,10.0,7.5,7.7,6.7,1,9.2,9.9,7.52,8.59375,5.5,0.0
8.3,6.6,7.5,7.3,5.3,0,8.8,9.0,5.0,7.8125,5.5,0.0
8.3,7.8,6.3,6.9,4.0,1,7.1,9.0,2.52,8.28125,6.0,1.0
7.9,7.7,7.5,7.3,2.8,0,0.0,7.9,6.26,7.34375,4.0,-1.0
7.1,8.7,5.6,7.5,6.5,1,5.4,6.8,5.0,7.03125,4.9,0.0
8.8,9.0,6.3,7.5,8.2,1,0.0,9.6,2.52,7.96875,6.1,0.0
8.8,8.6,5.6,6.9,4.5,0,9.6,8.0,2.52,7.34375,5.3,-1.0
8.3,10.0,6.3,8.1,9.7,1,7.1,9.9,2.52,8.59375,6.8,2.0
7.9,9.5,6.3,8.1,7.2,1,8.3,9.4,2.52,8.125,6.2,1.0
9.6,9.9,5.6,7.5,6.2,0,0.0,8.3,2.52,8.28125,5.4,-3.0
7.9,7.1,6.3,7.5,1.5,0,0.0,6.4,5.0,7.5,4.0,0.0
9.2,9.9,7.5,8.1,9.3,1,0.0,9.8,5.63,8.75,5.6,1.0
8.3,8.7,3.8,6.3,7.7,0,8.8,8.9,6.27,5.9375,5.7,-1.0
9.2,10.0,7.5,8.3,9.3,1,8.8,10.0,6.27,8.75,8.9,0.0
7.9,9.9,6.3,8.3,9.3,1,6.7,9.5,7.52,8.28125,6.5,0.0
8.8,9.5,7.5,8.3,9.0,0,9.2,9.6,3.77,8.59375,7.8,0.0
8.3,8.4,7.5,8.6,8.3,1,7.5,8.7,2.52,7.65625,6.5,0.0
9.2,9.7,5.6,6.8,8.2,0,8.8,8.6,5.63,6.5625,5.7,-1.0
9.2,8.8,5.6,7.8,5.7,1,7.9,9.1,5.0,7.03125,7.3,0.0
7.5,8.4,5.6,6.7,7.2,0,0.0,9.4,5.0,6.875,5.7,-2.0
8.3,5.6,7.5,7.3,6.2,0,9.2,7.7,5.0,8.125,5.8,-1.0
7.1,8.0,7.5,8.0,8.0,1,6.7,8.1,5.0,7.96875,7.4,-1.0
10.0,7.5,5.6,7.9,7.3,0,10.0,7.4,6.89,7.8125,7.4,-1.0
8.8,9.5,6.3,8.4,8.2,0,8.8,9.9,5.0,7.96875,7.9,-2.0
9.2,9.6,7.5,8.4,9.0,1,9.2,10.0,2.52,7.96875,7.2,-1.0
10.0,9.7,6.3,8.4,8.0,1,7.5,9.6,2.52,8.75,7.2,-1.0
9.2,9.3,6.3,7.9,7.5,1,9.6,8.8,2.52,7.8125,6.3,0.0
7.5,7.8,5.6,7.6,8.3,0,7.5,7.2,5.0,7.1875,5.2,-2.0
7.1,8.6,6.9,7.5,7.7,0,0.0,9.0,5.0,7.8125,6.8,-1.0
9.6,10.0,7.5,7.9,5.5,1,9.6,9.4,5.0,7.8125,4.7,-1.0
10.0,9.5,6.3,7.5,8.5,0,8.8,9.2,2.52,7.1875,4.8,-1.0
8.8,7.9,8.1,8.8,7.0,1,8.3,8.4,6.89,7.96875,6.3,-1.0
7.1,7.2,8.1,8.1,5.3,1,7.5,8.2,7.52,7.96875,5.9,-1.0
10.0,9.1,8.1,8.3,8.0,1,9.6,9.8,6.89,7.5,7.4,0.0
10.0,8.8,7.5,7.8,7.5,1,9.6,9.4,5.63,7.1875,6.7,-1.0
7.5,9.6,9.4,8.8,8.0,1,7.1,9.6,6.26,8.28125,7.9,0.0
10.0,9.3,10.0,8.4,7.7,1,9.6,9.5,5.0,8.125,7.8,0.0
9.6,6.0,6.9,8.6,6.2,1,0.0,8.0,5.63,7.96875,7.2,-1.0
9.6,9.8,7.5,9.1,7.3,1,0.0,9.7,6.26,8.4375,8.1,0.0
8.8,8.0,8.8,8.4,7.5,1,0.0,7.7,6.26,8.28125,6.7,-2.0
8.8,9.6,9.4,9.4,9.2,1,7.5,10.0,5.63,8.125,9.3,0.0
10.0,9.0,8.1,8.4,8.2,1,7.5,9.2,6.89,7.34375,6.7,-1.0
7.9,8.3,9.4,8.6,7.5,1,6.7,8.4,6.26,7.65625,7.7,0.0
7.9,0.0,7.2,7.5,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
10.0,9.0,6.9,7.5,8.1,1,10.0,9.6,7.52,8.59375,7.7,1.0
9.2,9.6,7.5,7.5,8.2,1,9.6,9.0,2.52,8.59375,7.4,0.0
9.2,0.0,6.3,7.5,0.0,1,9.2,9.0,2.52,8.75,6.6,0.0
10.0,9.0,6.9,7.5,7.1,1,10.0,0.0,0.0,0.0,0.0,2.0
8.8,0.0,6.6,7.5,0.0,1,9.2,7.4,2.52,8.125,6.4,0.0
8.3,9.0,6.9,7.5,6.1,1,9.2,0.0,0.0,0.0,0.0,1.0
9.2,9.9,6.3,7.5,7.5,1,7.9,0.0,0.0,0.0,0.0,1.0
7.1,10.0,6.6,7.5,7.4,1,6.7,0.0,0.0,0.0,0.0,2.0
10.0,9.9,7.2,7.5,6.8,1,0.0,9.9,2.52,8.75,7.5,-1.0
9.6,9.6,6.3,7.5,7.7,1,7.1,9.7,2.52,8.59375,7.9,0.0
8.8,9.4,6.9,7.5,7.2,1,10.0,9.8,2.52,8.125,6.4,1.0
8.8,0.0,7.2,7.5,0.0,1,9.2,0.0,0.0,0.0,0.0,1.0
9.2,10.0,6.9,7.5,8.0,1,0.0,10.0,2.52,8.75,8.1,-1.0
8.3,0.0,6.6,7.5,0.0,1,8.8,9.9,4.39,8.125,6.8,0.0
8.8,0.0,7.5,7.5,0.0,1,7.5,0.0,0.0,0.0,0.0,0.0
9.2,0.0,6.6,7.5,0.0,1,8.3,0.0,0.0,0.0,0.0,1.0
9.6,9.5,7.2,7.5,8.9,1,7.9,0.0,0.0,0.0,0.0,2.0
8.3,9.7,6.6,7.5,6.9,1,8.3,9.9,7.52,8.125,5.5,-1.0
8.8,9.8,6.6,7.5,6.9,1,0.0,0.0,0.0,0.0,0.0,2.0
8.8,9.7,6.3,7.5,6.2,1,8.8,8.6,7.52,8.90625,7.1,0.0
6.7,9.7,6.6,7.5,5.5,1,8.3,0.0,0.0,0.0,0.0,0.0
10.0,9.9,6.9,7.5,2.6,1,8.3,9.6,2.52,8.28125,6.5,1.0
8.3,9.2,6.6,7.5,8.3,1,7.5,8.9,6.26,8.4375,8.1,0.0
7.5,9.6,5.9,7.5,6.4,1,0.0,9.7,2.52,8.125,7.8,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,7.5,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,8.0,1,9.2,9.1,6.26,8.0,8.7,-1.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,1,6.7,7.7,6.89,8.625,6.9,0.0
0.0,0.0,0.0,0.0,0.0,1,7.9,8.1,5.0,7.03125,4.4,-2.0
0.0,0.0,0.0,0.0,0.0,1,9.6,8.9,7.52,7.65625,6.4,-1.0
0.0,0.0,0.0,0.0,0.0,1,7.5,9.6,5.63,8.28125,7.2,-2.0
0.0,0.0,0.0,0.0,0.0,1,9.6,9.0,5.63,7.5,7.9,-2.0
0.0,0.0,0.0,0.0,0.0,1,7.9,9.4,5.63,7.75,7.8,-1.0
0.0,0.0,0.0,0.0,0.0,1,0.0,9.8,6.89,8.25,7.5,0.0
0.0,0.0,0.0,0.0,0.0,1,9.2,8.5,6.26,8.125,8.1,-2.0
0.0,0.0,0.0,0.0,0.0,1,9.6,9.7,7.52,8.75,7.7,0.0
0.0,0.0,0.0,0.0,0.0,1,8.3,9.4,5.0,7.125,8.0,-1.0
0.0,0.0,0.0,0.0,0.0,1,9.6,9.1,7.52,8.75,7.8,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
10.0,10.0,5.63,7.5,9.3,0,10.0,8.6,5.0,4.069999999999993,6.8,0.0
9.5,9.0,7.52,8.125,8.4,0,8.0,5.9,8.1,4.399999999999995,5.0,0.0
0.0,8.1,3.77,8.125,9.3,1,10.0,7.1,5.6,5.363999999999995,7.7,0.0
8.0,9.1,3.77,6.5625,8.6,0,10.0,8.7,8.1,5.349999999999988,8.1,0.0
9.5,6.1,2.52,6.875,5.6,0,10.0,5.8,4.4,5.386000000000002,7.9,-1.0
10.0,8.7,7.52,5.625,6.1,0,10.0,7.9,7.5,5.5600000000000005,5.7,-1.0
10.0,7.5,2.52,5.625,7.9,0,10.0,6.8,5.0,5.253999999999992,8.1,-1.0
0.0,8.8,3.14,6.25,8.2,1,10.0,8.3,7.5,5.629999999999997,7.0,0.0
0.0,9.5,3.14,5.0,6.9,0,10.0,7.8,7.5,5.735999999999999,6.1,0.0
10.0,9.0,7.52,5.625,7.3,0,9.5,7.7,7.5,5.339999999999998,8.8,-1.0
9.0,9.8,7.52,5.625,5.9,0,8.5,9.5,7.5,5.749999999999997,3.4,0.0
0.0,8.3,3.77,6.875,5.9,1,9.5,8.9,7.5,5.364,8.3,0.0
8.5,8.3,3.77,5.78125,6.0,0,5.2,9.2,7.5,4.280000000000004,7.1,-1.0
9.5,7.7,3.14,4.375,3.4,0,9.5,8.9,4.4,2.805999999999995,6.8,-2.0
8.4,7.5,2.52,5.625,6.6,0,9.0,7.9,7.5,3.0839999999999934,8.3,0.0
9.0,8.1,7.52,6.875,6.5,1,9.5,7.5,8.1,5.565999999999991,9.3,0.0
10.0,9.4,6.89,7.5,8.5,1,9.5,9.8,8.1,5.505999999999999,5.7,0.0
0.0,9.1,3.77,7.5,7.1,0,10.0,7.9,5.6,5.719999999999996,4.8,-1.0
0.0,7.8,3.77,5.625,8.3,0,8.5,8.5,6.9,5.639999999999996,6.5,-2.0
0.0,7.9,6.26,6.5625,7.3,0,10.0,7.3,7.5,2.9759999999999986,8.5,0.0
7.9,9.1,2.52,5.0,7.6,0,7.9,8.2,4.4,4.456000000000007,7.7,-1.0
9.0,9.8,6.89,7.5,9.1,0,9.5,9.5,7.5,5.575999999999994,7.0,-1.0
10.0,9.5,3.77,6.25,7.4,0,10.0,9.6,7.5,5.459999999999994,8.5,0.0
0.0,9.5,3.77,5.625,6.0,1,8.0,9.0,7.5,4.546000000000007,9.3,0.0
9.0,8.5,3.77,5.625,7.9,0,7.5,8.3,7.5,3.219999999999994,9.1,0.0
9.5,9.7,7.52,6.25,7.8,0,9.0,8.7,7.5,5.914000000000003,9.2,-1.0
8.0,9.2,7.52,7.5,7.3,1,8.5,8.7,7.5,5.549999999999986,8.9,0.0
7.0,9.8,6.89,7.5,7.4,1,9.5,8.5,7.5,5.659999999999987,8.1,0.0
9.5,8.8,2.52,7.5,8.0,0,9.0,7.7,8.1,4.559999999999991,8.4,0.0
9.5,9.0,4.38,7.5,8.2,0,9.0,8.2,7.5,5.249999999999999,7.8,0.0
7.9,9.5,2.52,5.625,6.4,0,8.5,8.5,8.1,5.100000000000002,8.8,-1.0
8.0,9.3,7.52,8.4375,6.0,1,8.5,8.1,5.6,5.569999999999995,5.7,0.0
10.0,9.9,3.14,5.625,6.1,0,9.0,8.6,5.0,3.643999999999994,7.2,-2.0
0.0,8.3,6.89,7.5,8.8,0,9.5,6.2,7.5,5.073999999999998,7.1,-2.0
8.5,8.4,2.52,5.625,7.1,0,8.0,8.4,7.5,5.553999999999994,6.1,-2.0
0.0,8.7,7.52,6.875,9.1,0,8.5,9.0,5.6,5.679999999999996,7.2,-1.0
9.5,6.9,4.39,5.625,5.1,0,9.5,8.4,5.6,4.625999999999997,6.3,-2.0
10.0,7.9,7.52,5.625,4.9,0,9.5,3.5,7.5,5.363999999999993,2.3,-2.0
10.0,8.7,7.52,8.333333333,6.2,1,9.5,8.5,5.6,5.705999999999993,5.1,-1.0
9.5,9.6,6.27,6.875,6.7,0,8.5,8.3,7.5,5.483999999999997,9.2,-1.0
9.0,8.7,3.77,6.875,5.6,0,8.9,8.1,7.5,3.4160000000000035,6.7,-1.0
